"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
7064,"both","ERT Bar & Restaurant","50080683","yes","yes",02-JUL-20
10909,"both","OLD MAN HUSTLE","50080690","yes","yes",09-SEP-20
4310,"sidewalk","EDMANHUSTLE LLC","50080690","yes","no",23-JUN-20
5765,"both","Savvy Bistro And Bar  Inc.","50080702","yes","yes",26-JUN-20
1764,"both","Savvy bistro and bar inc","50080702","yes","yes",19-JUN-20
5361,"both","THE VNYL","50080708","yes","yes",25-JUN-20
10218,"sidewalk","CCM","50080711","yes","no",13-AUG-20
8160,"both","Stumptown Coffee Corp","50080712","yes","yes",13-JUL-20
2419,"both","Joey Bats Cafe","50080728","yes","yes",20-JUN-20
10339,"sidewalk","Los Tacos Al Pastor","50080735","yes","no",17-AUG-20
1214,"roadway","Los Tacos Al Pastor","50080735","no","yes",19-JUN-20
1144,"sidewalk","Los Tacos Al Pastor","50080735","yes","no",19-JUN-20
3127,"both","janchimyongga","50080755","yes","yes",21-JUN-20
9296,"roadway","purple sushi","50080785","no","yes",24-JUL-20
8399,"sidewalk","matsu sushi","50080785","yes","no",14-JUL-20
7904,"sidewalk","El patr�n restaurant & lounge 2 inc","50080827","yes","no",09-JUL-20
9260,"sidewalk","Blue Park Kitchen","50080834","yes","no",24-JUL-20
4575,"sidewalk","Cafe Gitane","50080839","yes","no",23-JUN-20
6435,"sidewalk","Bay Shish Kebab","50080847","yes","no",29-JUN-20
7260,"sidewalk","Liuyishou Hotpot Flushing LLC","50080902","yes","no",04-JUL-20
4404,"sidewalk","Mashallah grill","50080915","yes","no",23-JUN-20
5767,"sidewalk","Katana Kitten","50080918","yes","no",26-JUN-20
2482,"both","Maregirges","50081007","yes","yes",20-JUN-20
638,"both","Jones Beach Bar & Cafe","50081015","yes","yes",19-JUN-20
10887,"both","UMAMI SUSHI","50081021","yes","yes",08-SEP-20
10881,"both","UMAMI SUSHI","50081021","yes","yes",07-SEP-20
10880,"both","UMAMI SUSHI","50081021","yes","yes",07-SEP-20
5748,"sidewalk","LOS AMIGOS","50081051","yes","no",26-JUN-20
11108,"both","SILKY KITCHEN","50081058","yes","yes",25-SEP-20
509,"both","Root Nolita LLC dba shoo shoo nolita LLC","50081064","yes","yes",19-JUN-20
4794,"both","DIA","50081076","yes","yes",24-JUN-20
2385,"sidewalk","Salter House Inc","50081079","yes","no",20-JUN-20
1871,"sidewalk","Bar314","50081104","yes","no",19-JUN-20
2046,"sidewalk","taco inn corp","50081133","yes","no",20-JUN-20
3044,"both","Oki poke Raman inc","50081134","yes","yes",21-JUN-20
2097,"sidewalk","The Buren","50081136","yes","no",20-JUN-20
4500,"both","Frank Mac's Pub","50081145","yes","yes",23-JUN-20
9564,"both","Casa Azul Group Inc","50081165","yes","yes",30-JUL-20
595,"sidewalk","le cafe park ave llc","50081167","yes","no",19-JUN-20
2135,"both","Arepas burger","50081186","yes","yes",20-JUN-20
5910,"both","New Bay Coffee Shop","50081192","yes","yes",26-JUN-20
4219,"sidewalk","EDDIE'S PIZZA & TAQUERIA, CORP.","50081226","yes","no",23-JUN-20
7320,"sidewalk","Patrick's Place","50081239","yes","no",05-JUL-20
2918,"both","Alula","50081242","yes","yes",21-JUN-20
7548,"roadway","Brooklyn Bagel & Coffee Company","50081301","no","yes",07-JUL-20
6036,"sidewalk","Roast 28 Inc","50081349","yes","no",27-JUN-20
8917,"both","May Kaidee East Broadway, LLC","50081388","yes","yes",19-JUL-20
3322,"both","The Bonnie","50081406","yes","yes",22-JUN-20
9008,"both","Gazala�s 1 Inc","50081412","yes","yes",20-JUL-20
427,"both","JJ's Hideaway","50081419","yes","yes",19-JUN-20
5755,"sidewalk","Misi Domino LLC","50081437","yes","no",26-JUN-20
4811,"sidewalk","Sakagura","50081441","yes","no",24-JUN-20
7097,"both","Sakagua","50081441","yes","yes",03-JUL-20
5277,"both","Astor place donuts llc","50081462","yes","yes",25-JUN-20
4522,"both","CAA 536 9th ave corp.","50081485","yes","yes",23-JUN-20
5991,"sidewalk","Be in good health LLC","50081505","yes","no",27-JUN-20
10575,"both","coffee factory","50081515","yes","yes",24-AUG-20
1069,"both","Laly�s Restaurant Corp","50081564","yes","yes",19-JUN-20
9361,"roadway","Minami Lounge","50081569","no","yes",26-JUL-20
1777,"sidewalk","Minami Sushi & Bar","50081569","yes","no",19-JUN-20
7630,"sidewalk","Crown fried chicken","50081606","yes","no",07-JUL-20
4608,"roadway","Paulie Gee's NY Slice LLC","50081649","no","yes",23-JUN-20
2692,"sidewalk","Blue Mountain Heights Cafe and Bar","50081668","yes","no",20-JUN-20
584,"both","Sala Thai Restaurant","50081677","yes","yes",19-JUN-20
7067,"both","Maki Kosaka","50081683","yes","yes",02-JUL-20
4761,"sidewalk","Labadi","50081701","yes","no",24-JUN-20
10503,"sidewalk","LOS CAFETALES RESTAURANT CORP","50081709","yes","no",21-AUG-20
9363,"both","CHUAN WORLD INC","50078474","yes","yes",26-JUL-20
5262,"both","Taco Mix","50078527","yes","yes",25-JUN-20
11377,"both","TACO MIX","50078527","yes","yes",22-OCT-20
5627,"sidewalk","Hedgehog 240,inc","50078537","yes","no",26-JUN-20
3588,"sidewalk","ALEGRITO GROUP INC","50078573","yes","no",22-JUN-20
10059,"both","Fleming By Le Bilboquet","50078577","yes","yes",08-AUG-20
6554,"both","FLEMING","50078577","yes","yes",30-JUN-20
6601,"roadway","The Seneca","50078581","no","yes",30-JUN-20
4798,"sidewalk","The Seneca","50078581","yes","no",24-JUN-20
8998,"roadway","Stella & Fly","50078597","no","yes",20-JUL-20
9001,"both","Stella & Fly","50078597","yes","yes",20-JUL-20
2276,"sidewalk","Stella & Fly","50078597","yes","no",20-JUN-20
10478,"both","NEW CHOI FOOK RESTAURANT","50078609","yes","yes",20-AUG-20
3072,"both","Kings Co Imperial","50078618","yes","yes",21-JUN-20
2023,"sidewalk","Wolfnights","50078622","yes","no",20-JUN-20
3186,"both","LA MINA BAR RESTAURANT INC","50078635","yes","yes",21-JUN-20
4553,"sidewalk","Joe Broadways""s Billiards and Sports Pub","50078644","yes","no",23-JUN-20
10206,"sidewalk","Barnea Bistro LLC","50078656","yes","no",13-AUG-20
10749,"both","ZENITH THAI","50078693","yes","yes",30-AUG-20
8973,"sidewalk","395 Extension Corp L.A QSC RESTAURANT CORP","50078728","yes","no",20-JUL-20
10273,"sidewalk","5404 myrtle corp","50078731","yes","no",15-AUG-20
9405,"sidewalk","904 Manhattan Corp","50078733","yes","no",27-JUL-20
6501,"sidewalk","A & J 137-01 CORP","50078751","yes","no",30-JUN-20
4319,"both","Grace Barz LTD","50078793","yes","yes",23-JUN-20
2017,"both","Barzola","50078793","yes","yes",20-JUN-20
6639,"sidewalk","Nazca Peruvian Restaurant","50078809","yes","no",30-JUN-20
7576,"both","n/a","50078845","yes","yes",07-JUL-20
1686,"sidewalk","N/A","50078845","yes","no",19-JUN-20
8138,"both","Sall Restaurant and Lounge Llc","50078851","yes","yes",12-JUL-20
401,"both","EASTSIDE BARKING DOG","50078890","yes","yes",19-JUN-20
447,"both","EASTSIDE BARKING DOG","50078890","yes","yes",19-JUN-20
3774,"sidewalk","Friendlys Hot Dogs","50078897","yes","no",22-JUN-20
5913,"both","Zyara Caffee inc","50078916","yes","yes",26-JUN-20
2248,"both","TTBEL HOLDINGS INC","50078940","yes","yes",20-JUN-20
5355,"both","Morgenstern's Finest Ice Cream","50078942","yes","yes",25-JUN-20
1754,"sidewalk","Grape and Grain","50078975","yes","no",19-JUN-20
9080,"sidewalk","Mile End Delicatessen","50079007","yes","no",21-JUL-20
4962,"both","Domodomo Kitchen","50079043","yes","yes",24-JUN-20
9132,"both","EL ENCEBOLLADO DE VICTOR CORP","50079083","yes","yes",22-JUL-20
9124,"both","EL ENCEVOLLADO DE VICTOR","50079083","yes","yes",22-JUL-20
11168,"both","HUDSON RESTAURANT","50079087","yes","yes",30-SEP-20
7792,"sidewalk","Charley St Inc.","50079106","yes","no",08-JUL-20
6649,"both","WARUDE LLC","50079130","yes","yes",01-JUL-20
7907,"both","L'Wren","50079143","yes","yes",09-JUL-20
8694,"openstreets","L'Wren","50079143","no","no",16-JUL-20
2226,"sidewalk","YIA YIA'S TAVERNA LLC","50079167","yes","no",20-JUN-20
2853,"both","Pizza Secret","50079182","yes","yes",21-JUN-20
7121,"openstreets","Pizza Secret","50079182","no","no",03-JUL-20
1140,"both","GVI Riverside, LLC","50079188","yes","yes",19-JUN-20
5259,"both","Newtown","50079220","yes","yes",25-JUN-20
4489,"sidewalk","Curry Express","50079233","yes","no",23-JUN-20
10472,"sidewalk","86 Chikurin Sushi Inc","50079236","yes","no",20-AUG-20
9364,"both","Blue Bottle Coffee, Inc.","50079275","yes","yes",26-JUL-20
7454,"both","CHRIS I FLAVOR INC","50079277","yes","yes",06-JUL-20
283,"roadway","Wayla","50079278","no","yes",19-JUN-20
8490,"openstreets","2-Jun","50079290","no","no",15-JUL-20
8492,"roadway","2-Jun","50079290","no","yes",15-JUL-20
833,"sidewalk","886","50079290","yes","no",19-JUN-20
1940,"sidewalk","CANAS RESTAURANT & BAR CORP","50079292","yes","no",19-JUN-20
8269,"both","MisFits Nutrition, LLC","50079324","yes","yes",13-JUL-20
6198,"both","MisFits Nutrition, LLC","50079324","yes","yes",28-JUN-20
10721,"both","yu kitchen inc","50079330","yes","yes",28-AUG-20
10722,"both","yu kitchen inc","50079330","yes","yes",28-AUG-20
3716,"both","Dive Bar LIC","50079359","yes","yes",22-JUN-20
4754,"both","MARINARA PIZZA","50079366","yes","yes",24-JUN-20
4753,"both","MARINARA PIZZA","50079366","yes","yes",24-JUN-20
8738,"openstreets","lacivert llc","50079374","no","no",17-JUL-20
1895,"both","Tava turkish and mediterranean restaurant","50079374","yes","yes",19-JUN-20
4189,"both","Barepas","50079386","yes","yes",23-JUN-20
3361,"sidewalk","Wagamama USA 2015 LLC","50079399","yes","no",22-JUN-20
5070,"both","Bar'Chaa Inc","50079404","yes","yes",24-JUN-20
3497,"sidewalk","Bar'chaa Inc","50079404","yes","no",22-JUN-20
4956,"sidewalk","Cheesecake Diva","50079409","yes","no",24-JUN-20
5090,"sidewalk","The Green Brooklyn LLC","50079419","yes","no",24-JUN-20
5699,"both","VALDEYAN CORP","50079425","yes","yes",26-JUN-20
10652,"openstreets","BEATSTRO","50079426","no","no",26-AUG-20
5289,"both","Beatstro","50079426","yes","yes",25-JUN-20
254,"sidewalk","718 Bistro Inc.","50079429","yes","no",19-JUN-20
6497,"both","Don Ramon Spanish Restaurant","50079432","yes","yes",30-JUN-20
6571,"both","Levant Food Corp","50079460","yes","yes",30-JUN-20
6539,"both","Teppen Ramen","50079461","yes","yes",30-JUN-20
9040,"sidewalk","CARIDAD SEA FOOD RESTAURANT CORP.","50079485","yes","no",21-JUL-20
109,"roadway","931 Manhattan Cafe LLC","50079500","no","yes",19-JUN-20
9727,"sidewalk","Burger King","50079510","yes","no",02-AUG-20
7854,"both","East 39 rest. inc.","50079526","yes","yes",09-JUL-20
7852,"sidewalk","CITY BEER","50079526","yes","no",09-JUL-20
6344,"roadway","CITY BEER","50079526","no","yes",29-JUN-20
7142,"sidewalk","Three bowls inc","50079528","yes","no",03-JUL-20
4450,"sidewalk","4 Caminos Mexican restaurant Corp","50079571","yes","no",23-JUN-20
8369,"both","4 CAMINOS MEXICAN RESTAURANT CORP","50079571","yes","yes",14-JUL-20
8118,"sidewalk","SUSHI ISLAND","50079578","yes","no",11-JUL-20
9119,"openstreets","Oba grill","50079582","no","no",22-JUL-20
708,"both","Oba Grill","50079582","yes","yes",19-JUN-20
1517,"both","ANTIKA PIZZA","50079591","yes","yes",19-JUN-20
6077,"both","La Cuca pizzeria y mexican restaurant","50079609","yes","yes",27-JUN-20
1206,"roadway","CH�TEAU 49","50079610","no","yes",19-JUN-20
1471,"both","CH�TEAU 49","50079610","yes","yes",19-JUN-20
217,"both","Macoletta Brick Oven Pizzeria","50079614","yes","yes",19-JUN-20
5975,"sidewalk","S Big Swing LLC","50079627","yes","no",27-JUN-20
4163,"both","Bean and Barley","50079630","yes","yes",23-JUN-20
4152,"both","Bean & Barley","50079630","yes","yes",23-JUN-20
3801,"sidewalk","The Dumpling Shop","50079637","yes","no",22-JUN-20
9666,"roadway","YAO YAO SUSHI INC","50079664","no","yes",31-JUL-20
8862,"both","YAO YAO SUSHI INC","50079664","yes","yes",18-JUL-20
6936,"sidewalk","New Adventure Restaurant","50079690","yes","no",02-JUL-20
10173,"sidewalk","PARAISO BAR & LOUNGE INC","50079707","yes","no",12-AUG-20
9354,"both","BROADWAY MYRTLE CORP","50079708","yes","yes",26-JUL-20
7528,"roadway","Nuevo Rancho Latino Restaurant, Inc.","50079710","no","yes",07-JUL-20
1348,"sidewalk","OAK TUSCAN TRUFFLE LOUNGE","50079818","yes","no",19-JUN-20
1907,"sidewalk","Millie�s 151 Wilson, Llc","50079890","yes","no",19-JUN-20
5298,"sidewalk","Clo Da Inc","50079906","yes","no",25-JUN-20
10996,"roadway","KAYLEE'S CREAMERY","50079913","no","yes",15-SEP-20
2107,"sidewalk","Kaylees Creamery Group Corp","50079913","yes","no",20-JUN-20
10631,"sidewalk","XI'AN FAMOUS FOODS","50079921","yes","no",25-AUG-20
8421,"roadway","Tepeaca LLC.","50079943","no","yes",15-JUL-20
8422,"both","Tepeaca LLC.","50079943","yes","yes",15-JUL-20
10373,"sidewalk","Mulberry & Vine","50079951","yes","no",18-AUG-20
1948,"both","The Rockwell Place","50079958","yes","yes",19-JUN-20
2203,"both","The Copper Still","50079981","yes","yes",20-JUN-20
8743,"both","AZ Lunch LLC","50079992","yes","yes",17-JUL-20
11287,"both","OMAR KHAYYAM CAFE","50080011","yes","yes",08-OCT-20
1977,"both","Botte Bar","50080015","yes","yes",19-JUN-20
452,"both","Lion's Head Tavern","50080071","yes","yes",19-JUN-20
2856,"both","Holy Ground","50080075","yes","yes",21-JUN-20
2368,"sidewalk","Rinc�n Melania","50071316","yes","no",20-JUN-20
8403,"sidewalk","Mr crab","50071352","yes","no",14-JUL-20
5119,"sidewalk","UES.","50071362","yes","no",24-JUN-20
5601,"both","Fragole Ristorante","50071378","yes","yes",25-JUN-20
3273,"both","Gramercy kitchen","50071387","yes","yes",22-JUN-20
4878,"sidewalk","Sugar bun ny llc","50071395","yes","no",24-JUN-20
11164,"both","La Mitad Del Mundo Bar Restaurant","50071440","yes","yes",29-SEP-20
1862,"sidewalk","La Mitad Del Mundo Bar Restaurant Corp","50071440","yes","no",19-JUN-20
5688,"both","TGANYC","50071467","yes","yes",26-JUN-20
5461,"both","Copper Throat Thai Cuisine","50071468","yes","yes",25-JUN-20
11075,"sidewalk","BEST BAGEL &amp; COFFEE","50071474","yes","no",23-SEP-20
10076,"roadway","The Little One","50071476","no","yes",08-AUG-20
5322,"both","MISC","50071494","yes","yes",25-JUN-20
9947,"both","The Standard, High Line","50071497","yes","yes",06-AUG-20
4336,"both","The Standard, High Line","50071497","yes","yes",23-JUN-20
8248,"both","ST TROPEZ WINE BAR LLC","50071506","yes","yes",13-JUL-20
653,"both","ST TROPEZ WINE BAR LLC","50071506","yes","yes",19-JUN-20
922,"both","Guayaco's restaurant inc.","50071524","yes","yes",19-JUN-20
9510,"both","YAKITORI AS IT IS INC","50071529","yes","yes",29-JUL-20
7028,"both","YAKITORI AS IT IS INC","50071529","yes","yes",02-JUL-20
6160,"sidewalk","YAKITORI AS IT IS INC","50071529","yes","no",28-JUN-20
4704,"sidewalk","New Maurice Deli INC","50071542","yes","no",23-JUN-20
296,"roadway","SEY COFFEE","50071557","no","yes",19-JUN-20
449,"sidewalk","SEY COFFEE","50071557","yes","no",19-JUN-20
11207,"roadway","BLUE BOTTLE COFFEE","50071561","no","yes",02-OCT-20
11208,"both","BLUE BOTTLE COFFEE","50071561","yes","yes",02-OCT-20
10656,"sidewalk","BLUE BOTTLE COFFEE","50071561","yes","no",26-AUG-20
8513,"sidewalk","Richard's Restaurant and Bar","50071576","yes","no",15-JUL-20
1817,"both","Tambour","50071590","yes","yes",19-JUN-20
6598,"sidewalk","Cardoncello diVino","50071597","yes","no",30-JUN-20
1559,"roadway","Cardoncello diVino","50071597","no","yes",19-JUN-20
5327,"sidewalk","Tomorrow","50071598","yes","no",25-JUN-20
7269,"both","MeMe's Diner","50071602","yes","yes",04-JUL-20
699,"both","Baar Baar","50071605","yes","yes",19-JUN-20
3996,"both","Bombay kabab inc","50071683","yes","yes",22-JUN-20
10794,"roadway","KITH Treats","50071707","no","yes",01-SEP-20
9759,"both","hunan cafe","50071749","yes","yes",03-AUG-20
6275,"sidewalk","MARIBELLA PARADISE RESTAURANT CORP","50071766","yes","no",29-JUN-20
2929,"both","AY Que Rico","50071771","yes","yes",21-JUN-20
9210,"both","Kathmandu Fusion Kitchen Inc.","50071777","yes","yes",23-JUL-20
2850,"both","Mad for chicken","50071782","yes","yes",21-JUN-20
434,"roadway","Be Westbourne LLC","50071804","no","yes",19-JUN-20
10832,"both","THE AINSWORTH","50071807","yes","yes",03-SEP-20
5085,"both","Villa","50071821","yes","yes",24-JUN-20
8758,"both","Lowerline","50071831","yes","yes",17-JUL-20
9071,"roadway","Xun Yu Si Kao NY","50071833","no","yes",21-JUL-20
288,"sidewalk","Carmelo's","50071834","yes","no",19-JUN-20
8016,"both","Carmelo�s","50071834","yes","yes",10-JUL-20
632,"sidewalk","Carmelo's","50071834","yes","no",19-JUN-20
5451,"sidewalk","Los Arrieros LLC","50071875","yes","no",25-JUN-20
6105,"sidewalk","Jolly Tinker","50071893","yes","no",28-JUN-20
6919,"both","Jolly Tinker","50071893","yes","yes",02-JUL-20
9818,"sidewalk","Franks bay pizza","50071901","yes","no",04-AUG-20
7515,"both","COCOHODO, INC","50071909","yes","yes",07-JUL-20
3909,"sidewalk","Mama Lupita's Bistro","50071925","yes","no",22-JUN-20
4016,"both","EL REY IV BILLIARDS STEAK HOUSE & RESTAURANT","50071940","yes","yes",22-JUN-20
1004,"both","Raku Soho","50071943","yes","yes",19-JUN-20
6050,"both","Suzuki Shokudo Inc","50071964","yes","yes",27-JUN-20
9724,"sidewalk","dunkin donuts","50071977","yes","no",02-AUG-20
4691,"both","HALSEY BAR & GRILL LLC","50071988","yes","yes",23-JUN-20
9670,"openstreets","Burrito Republic Inc","50071991","no","no",01-AUG-20
5957,"both","Burrito Republic","50071991","yes","yes",27-JUN-20
9341,"both","La tejana restaurant bar corp","50071995","yes","yes",25-JUL-20
4504,"both","Tannat","50071997","yes","yes",23-JUN-20
3182,"sidewalk","82 Stanton","50072002","yes","no",21-JUN-20
5414,"sidewalk","Fausto","50072003","yes","no",25-JUN-20
2440,"both","Logan's Run","50072011","yes","yes",20-JUN-20
3969,"sidewalk","Divino","50072020","yes","no",22-JUN-20
7565,"sidewalk","Divino","50072020","yes","no",07-JUL-20
8685,"sidewalk","Concrete","50072030","yes","no",16-JUL-20
4443,"sidewalk","SOOOH NYC INC","50072055","yes","no",23-JUN-20
4467,"both","SOOOH NYC INC","50072055","yes","yes",23-JUN-20
6897,"sidewalk","Pret A Manger","50072081","yes","no",02-JUL-20
7333,"both","1588 Harlem Restaurant Group LLC","50072107","yes","yes",05-JUL-20
9044,"both","Atthai 641 Corp","50072115","yes","yes",21-JUL-20
9035,"roadway","Atthai641","50072115","no","yes",21-JUL-20
8179,"both","Finix Cafe & Juice Bar","50072119","yes","yes",13-JUL-20
2427,"both","Layali Beirut","50072141","yes","yes",20-JUN-20
6168,"both","Abe's Pagoda Bar","50072159","yes","yes",28-JUN-20
10851,"sidewalk","N/a","50072194","yes","no",04-SEP-20
2301,"both","EPHESUS CORP","50072197","yes","yes",20-JUN-20
4365,"both","Thai72 Inc","50072200","yes","yes",23-JUN-20
3591,"both","NATURAL HEALTH FOOD COMPANY INC","50072221","yes","yes",22-JUN-20
1982,"sidewalk","Tutt Heights","50072229","yes","no",19-JUN-20
10066,"sidewalk","Akino","50072230","yes","no",08-AUG-20
1689,"both","Polonica Restaurant","50072231","yes","yes",19-JUN-20
3921,"sidewalk","DAHUA RESTAURANT INC","50072235","yes","no",22-JUN-20
6014,"both","1002 Lounge & Restaurant","50072260","yes","yes",27-JUN-20
8827,"sidewalk","Springfield Little Dumpling Inc","50072286","yes","no",17-JUL-20
10459,"both","The Uptown Garrison Inc","50072292","yes","yes",19-AUG-20
5698,"roadway","L&R restaurant corp","50072329","no","yes",26-JUN-20
5485,"both","Mekelburg's","50072334","yes","yes",25-JUN-20
10458,"sidewalk","Sonbobs","50072337","yes","no",19-AUG-20
1758,"sidewalk","Jeromes pizza&pasta","50072344","yes","no",19-JUN-20
9516,"sidewalk","GF ENTERPRISE III LLC","50072345","yes","no",29-JUL-20
3486,"both","Guantanamera Restaurant","50072346","yes","yes",22-JUN-20
1736,"sidewalk","Tacombi Empire State","50072348","yes","no",19-JUN-20
8686,"roadway","Wok Wok","50072352","no","yes",16-JUL-20
8687,"roadway","WOK WOK","50072352","no","yes",16-JUL-20
11480,"both","KIRVENS","50072370","yes","yes",05-NOV-20
4792,"both","Kirvens","50072370","yes","yes",24-JUN-20
2888,"sidewalk","NORA THAI","50072375","yes","no",21-JUN-20
5924,"both","PLOYPERM CORP","50072375","yes","yes",26-JUN-20
10149,"sidewalk","TRIBECA BAKERY","50072404","yes","no",11-AUG-20
1937,"both","Cka Ka Qellu","50072405","yes","yes",19-JUN-20
10103,"sidewalk","Hilltop Perk Cafe Corporation","50072407","yes","no",10-AUG-20
5943,"both","Maya bed stuy","50072409","yes","yes",27-JUN-20
5426,"sidewalk","MeetFresh","50072427","yes","no",25-JUN-20
7809,"both","The spot cafe inc","50072444","yes","yes",08-JUL-20
5901,"roadway","The spot cafe inc","50072444","no","yes",26-JUN-20
2637,"sidewalk","The spot cafe inc","50072444","yes","no",20-JUN-20
6364,"roadway","Indi Thai","50072447","no","yes",29-JUN-20
7718,"both","PORKY'S SALVATION CORP.","50072452","yes","yes",08-JUL-20
9799,"both","KING OF SPADES INC.","50072483","yes","yes",04-AUG-20
904,"both","Da Mimmo","50072484","yes","yes",19-JUN-20
5895,"both","Ignited","50072522","yes","yes",26-JUN-20
1498,"both","The Lost Lady","50072529","yes","yes",19-JUN-20
264,"roadway","Roots Cafe","50072533","no","yes",19-JUN-20
4383,"sidewalk","Vietnaam","50072534","yes","no",23-JUN-20
1702,"sidewalk","Passatempo","50072537","yes","no",19-JUN-20
4584,"both","Friducha","50072539","yes","yes",23-JUN-20
1719,"sidewalk","Friducha Mexican restaurant","50072539","yes","no",19-JUN-20
9610,"both","Frenchette","50072570","yes","yes",31-JUL-20
4265,"roadway","Frenchette","50072570","no","yes",23-JUN-20
1366,"both","Boran","50072605","yes","yes",19-JUN-20
4982,"sidewalk","H245 st corp","50072628","yes","no",24-JUN-20
7495,"both","Pronto Cafe Corp.","50072645","yes","yes",07-JUL-20
2584,"sidewalk","Le Song","50072690","yes","no",20-JUN-20
8119,"sidewalk","Mama Fina�s","50072700","yes","no",11-JUL-20
9376,"both","Shorty's Roti Shop","50072710","yes","yes",27-JUL-20
4013,"sidewalk","Shorty's Roti Shop","50072710","yes","no",22-JUN-20
10088,"roadway","Deja Vu of Staten Island","50072745","no","yes",09-AUG-20
7470,"both","Deja Vu of Staten Island, Corp","50072745","yes","yes",06-JUL-20
929,"both","Xochitl Taqueria","50072770","yes","yes",19-JUN-20
5321,"both","PARRILLA LATINA STEAKHOUSE","50072786","yes","yes",25-JUN-20
10620,"roadway","MALA PROJECT","50072791","no","yes",25-AUG-20
10135,"both","Mansi�n","50072811","yes","yes",11-AUG-20
10136,"both","Mansi�n","50072811","yes","yes",11-AUG-20
464,"sidewalk","Mansion Restaurant","50072811","yes","no",19-JUN-20
4650,"both","Jao Khao Chinese Halal Inc","50072825","yes","yes",23-JUN-20
2683,"both","El Kayam Coffee","50072826","yes","yes",20-JUN-20
10152,"roadway","Chef Guo INC","50072842","no","yes",11-AUG-20
1469,"sidewalk","Villaggio","50072853","yes","no",19-JUN-20
3376,"sidewalk","Prodigy Coffee","50072863","yes","no",22-JUN-20
6277,"roadway","Prodigy Coffee","50072863","no","yes",29-JUN-20
5226,"both","AJO Y OREGANO RESTAURANT","50072874","yes","yes",25-JUN-20
6801,"both","EL NUEVO JORGE'S  RESTAURANT","50072880","yes","yes",01-JUL-20
9028,"sidewalk","Vorfi Pizza and Burek Inc","50072884","yes","no",21-JUL-20
1155,"both","FLAVOR OF INDIA","50072904","yes","yes",19-JUN-20
7582,"sidewalk","BONDI - 75 KENMARE STREET, LLC","50072908","yes","no",07-JUL-20
2284,"both","Flame Amber Inc","50072909","yes","yes",20-JUN-20
976,"sidewalk","Flame Amber Inc","50072909","yes","no",19-JUN-20
6115,"sidewalk","Juanito Restaurant Corp","50072911","yes","no",28-JUN-20
4002,"sidewalk","Yes Chef Corp","50072912","yes","no",22-JUN-20
2094,"roadway","Yes Chef Corp","50072912","no","yes",20-JUN-20
9908,"sidewalk","Yes chefCorp","50072912","yes","no",06-AUG-20
9087,"both","Sonovi inc.","50072930","yes","yes",21-JUL-20
1061,"sidewalk","Pho 60","50072930","yes","no",19-JUN-20
8609,"sidewalk","SHANGHAI ZHEN GONG FU RESTAURANT INC","50072943","yes","no",16-JUL-20
8505,"both","Sue�os Americanos Bar Restaurante","50072946","yes","yes",15-JUL-20
2687,"sidewalk","Bangklyn Corp","50072966","yes","no",20-JUN-20
2006,"both","CasaTheodoroPizzeria","50072979","yes","yes",20-JUN-20
10231,"sidewalk","Kitchen93","50072985","yes","no",13-AUG-20
1997,"both","Heat Caribbean Kitchen and Lounge INC","50072991","yes","yes",19-JUN-20
8538,"sidewalk","Bua Thai Ramen & Robata Grill","50072997","yes","no",16-JUL-20
9181,"both","Hexagon Lounge INC","50073017","yes","yes",22-JUL-20
3641,"both","KLT Ventures LLC","50073023","yes","yes",22-JUN-20
10826,"both","SOUTH OF THE CLOUDS","50073031","yes","yes",03-SEP-20
7112,"both","LHG Restaurant Inc","50073031","yes","yes",03-JUL-20
9491,"both","corner delhi","50073051","yes","yes",28-JUL-20
2634,"sidewalk","Krystal Bar&Lounge","50073054","yes","no",20-JUN-20
7818,"roadway","Krystal Bar&Lounge","50073054","no","yes",08-JUL-20
8985,"both","BLEND RESTAURANT & LOUNGE  LLC","50073080","yes","yes",20-JUL-20
4932,"sidewalk","Rico's chicken Pollos a la brasa corp","50073086","yes","no",24-JUN-20
4897,"sidewalk","Boris & Horton","50073100","yes","no",24-JUN-20
3312,"sidewalk","Arepalicious inc","50073108","yes","no",22-JUN-20
5651,"both","Latto 317 LLc","50073115","yes","yes",26-JUN-20
7599,"both","The Athenian Nyc Inc.","50073135","yes","yes",07-JUL-20
6219,"both","Local Pour House, Inc.","50073152","yes","yes",29-JUN-20
8318,"both","Let's Meat","50073168","yes","yes",14-JUL-20
7758,"both","Whit's Point Inc","50073169","yes","yes",08-JUL-20
9816,"openstreets","BierWax","50073177","no","no",04-AUG-20
354,"sidewalk","BierWax","50073177","yes","no",19-JUN-20
8923,"sidewalk","star restaurant and cafe","50073179","yes","no",19-JUL-20
1931,"both","Mojitos Restaurant Bar Corp","50073182","yes","yes",19-JUN-20
4514,"both","karakatta","50073193","yes","yes",23-JUN-20
5010,"sidewalk","El Nuevo Carribeno Inc.","50073215","yes","no",24-JUN-20
9593,"sidewalk","RiO","50073239","yes","no",30-JUL-20
7849,"sidewalk","mango crepes and more inc","50073244","yes","no",09-JUL-20
8897,"both","Angeletto Restaurant","50073245","yes","yes",19-JUL-20
7410,"both","Angeletto Restaurant","50073245","yes","yes",06-JUL-20
2663,"sidewalk","Angeletto Restaurant","50073245","yes","no",20-JUN-20
